A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
1,H,1,*,0 0,0 *,*,*,
3,He,2,*,47 0,00 *,18353 05,0 00,*
3,Li,3,*,*,*,,,
4,He,2,20577 62,0 00,19813 86,0 00,*,0 0
4,Li,3,11415 2011,3103 00,212 13,*,*,62 212
5,He,2,735 00,20 00,20678 86,101 98,*,23 20
5,Li,3,21715 62,217 94,1965 00,50 00,*,47 50
5,Be,4,*,2014 *,19183 2830,*,,
6,He,2,1710 45,20 00,22589 32,89 44,*,77 100
6,Li,3,5663 32,50 00,4433 32,20 00,*,77 0
6,Be,4,26835 2003,592 82,50 30,*,65 212,20 5428
6,B,5,*,2832 *,*,24299 2830,,
7,He,2,409 71,7 56,23091 56,254 24,*,49 89
7,Li,3,7251 09,0 00,9973 96,0 05,*,68 20
7,Be,4,10677 35,5 45,5606 85,0 07,*,92 50
7,B,5,27715 2003,2012 55,25 73,*,2003 *,7999 76
8,Li,3,2032 62,0 05,12416 29,7 56,*,51 0
8,Be,4,18898 64,0 08,17254 40,0 04,*,60 0
8,B,5,12826 30,25 17,136 40,1 00,*,34 5
8,C,6,*,75 31,07 *,1545 2003,*,2003
9,Li,3,4062 22,0 19,13943 75,0 21,*,58 7
9,Be,4,1664 54,0 08,16886 32,0 09,*,15 0
9,B,5,18576 40,1 35,185 85,0 90,*,30 0
9,C,6,14224 61,18 37,1299 57,2 36,*,23 25
10,Li,3,26 40,12 72,15172 17,48 51,5747 40,400 20
10,Be,4,6812 28,0 05,19636 39,0 20,*,49 0
10,B,5,8437 20,0 90,6586 81,0 08,*,74 0
10,C,6,21283 62,2 14,4006 79,0 91,*,91 1
10,N,7,*,08 400,01 *,14446 56,400 42,*
11,Be,4,501 64,0 25,20164 43,12 72,*,07 0
11,B,5,11454 22,0 02,11228 75,0 08,*,06 0
11,C,6,13120 59,0 09,8690 18,0 06,*,71 0
11,N,7,22567 78,402 65,1315 92,46 15,*,39 46
12,Be,4,3170 72,1 92,22939 47,2 01,6836 85,24 08
12,B,5,3369 63,1 32,14096 74,1 34,*,71 1
12,C,6,18720 71,0 06,15956 68,0 01,*,80 0
12,N,7,15036 81,46 16,600 30,1 00,*,20 1
12,O,8,*,08 52,02 *,3825 39,400 72,*
13,Be,4,510 00,10 00,22639 47,31 69,10543 64,13 94
13,B,5,4878 77,1 66,15804 78,2 15,*,59 1
13,C,6,4946 31,0 00,17533 36,1 32,*,11 0
13,N,7,20063 90,1 04,1943 49,0 27,*,89 0
13,O,8,16870 50,25 82,1511 61,9 58,*,68 47
14,B,5,969 58,21 24,17284 36,23 53,8300 72,46 27
14,C,6,8176 43,0 00,20831 02,1 00,*,30 1
14,N,7,10553 38,0 27,7550 56,0 00,*,22 0
14,O,8,23178 97,9 53,4626 67,0 27,*,52 1
14,F,9,*,00 40,00 *,10760 60,47 61,*
15,B,5,2776 76,29 87,18285 23,133 91,12391 49,25 27
15,C,6,1218 07,0 80,21079 51,21 23,30342 23,66 69
15,N,7,10833 30,0 00,10207 42,0 00,*,24 0
15,O,8,13223 49,0 49,7296 78,0 49,*,93 0
15,F,9,23468 97,43 44,1270 00,14 00,*,13 16
15,Ne,10,*,00 77,18 *,*,13947 16,70 87
16,B,5,82 95,14 60,20002 28,167 61,26432 26,25 94
16,C,6,4250 33,3 67,22553 08,21 33,10292 64,20 79
16,N,7,2488 85,2 30,11478 21,2 44,*,82 2
16,O,8,15663 92,0 49,12127 41,0 00,*,39 0
16,F,9,13957 82,16 29,535 68,8 33,*,28 8
16,Ne,10,24299 91,69 76,131 05,24 81,*,18 45
17,C,6,733 55,17 73,23369 58,30 09,4531 45,17 37
17,N,7,5885 15,15 18,13113 02,15 42,27303 13,1001 47
17,O,8,4143 08,0 00,13781 64,2 30,*,60 0
17,F,9,16799 87,8 32,600 27,0 25,*,90 0
17,Ne,10,15557 65,20 48,1468 78,8 33,*,50 14
17,Na,11,*,47 1001,57 *,5668 65,1003 57,*
18,C,6,4183 95,34 66,26086 02,206 30,19601 65,30 00
18,N,7,2828 23,23 87,15207 70,25 42,11924 82,95 70
18,O,8,8045 37,0 00,15941 86,15 00,*,08 2
18,F,9,9149 91,0 53,5607 09,0 46,*,92 0
18,Ne,10,19254 15,0 51,3923 06,0 44,*,17 8
18,Na,11,18206 54,1005 75,1248 57,93 88,*,02 96
19,C,6,576 83,93 70,26667 85,226 64,30661 70,98 39
19,N,7,5328 20,24 78,16351 95,34 19,2926 89,19 50
19,O,8,3955 64,2 64,17069 28,18 76,28495 53,50 07
19,F,9,10431 87,0 46,7993 60,0 00,*,13 0
19,Ne,10,11636 88,0 40,6410 03,0 49,*,15 0
19,Na,11,20179 91,94 47,322 81,10 54,*,75 10
19,Mg,12,*,57 106,37 *,7365 98,1002 60,*
20,C,6,2981 51,250 74,29555 65,573 75,44545 49,230 62
20,N,7,2161 10,80 58,17936 23,126 11,14915 89,78 90
20,O,8,7608 00,2 78,19349 08,16 43,13681 52,2 06
20,F,9,6601 34,0 03,10639 29,2 64,*,16 0
20,Ne,10,16865 30,0 16,12843 46,0 00,*,76 0
20,Na,11,14150 10,10 59,2190 42,1 13,*,80 1
20,Mg,12,22422 01,50 04,2740 67,10 70,*,51 93
21,C,6,68 639,30096 998,51375 596,3416 795,1285 630,*
21,N,7,4605 90,155 54,19560 62,266 75,27416 54,134 05
21,O,8,3805 45,12 03,20993 43,79 80,2841 81,12 02
21,F,9,8101 46,1 80,11132 75,2 01,27038 596,7330 34
21,Ne,10,6761 16,0 04,13003 28,0 05,*,47 0
21,Na,11,17106 55,1 12,2431 67,0 10,*,12 0
21,Mg,12,14645 16,2 01,3235 73,1 35,*,27 10
21,Al,13,*,596 *,5872 598,*,604,
22,N,7,1538 43,247 27,21167 631,36946 31,207 78,4972 04
22,O,8,6850 32,58 17,23237 85,145 63,9682 97,56 92
22,F,9,5230 34,12 53,12557 63,17 26,15408 401,9708 01
22,Ne,10,10364 26,0 04,15266 08,1 80,41363 503,2703 55
22,Na,11,11068 20,0 20,6738 71,0 18,*,23 0
22,Mg,12,19375 10,0 82,5504 27,0 33,*,27 1
22,Al,13,16860 718,9 401,*,401 8763,404 10918,401
22,Si,14,*,780 *,*,7156 505,,
23,N,7,3115 69,469 10,24179 74,480 07,46250 28,420 57
23,O,8,2732 98,134 36,24432 40,240 80,20094 88,121 71
23,F,9,7579 43,35 55,13286 74,65 96,3462 81,33 32
23,Ne,10,5200 65,0 10,15236 39,12 40,28851 503,5604 36
23,Na,11,12419 66,0 17,8794 10,0 02,*,73 0
23,Mg,12,13144 90,0 35,7580 97,0 23,*,92 0
23,Al,13,19525 401,140 97,0 47,*,03 0,83 5865
23,Si,14,17712 711,1793 643,*,780 *,11866 503,
24,O,8,4192 28,204 93,25508 99,451 73,32433 97,164 87
24,F,9,3812 06,103 20,14365 82,156 06,7593 38,97 67
24,Ne,10,8868 91,0 52,16525 88,33 32,16696 84,19 48
24,Na,11,6959 37,0 02,10552 82,0 11,41737 503,10317 62
24,Mg,12,16531 37,0 16,11692 69,0 01,*,75 0
24,Al,13,14868 25,0 42,1864 32,0 28,*,87 0
24,Si,14,21023 503,3291 85,19 48,*,401 11381,596 5487
24,P,15,*,711 *,10692 711,*,780,
25,O,8,757 31,8 32,26898 433,40521 81,165 08,1319 41
25,F,9,4281 67,137 26,14455 21,191 01,20250 14,96 44
25,Ne,10,4155 17,29 05,16868 99,101 90,5862 83,30 72
25,Na,11,9011 23,1 20,10695 14,1 30,29096 401,6507 04
25,Mg,12,7330 53,0 05,12063 85,0 05,*,88 0
25,Al,13,16938 43,0 24,2271 38,0 07,*,34 0
25,Si,14,14989 19,21 89,3412 78,10 00,*,06 10
25,P,15,21652 643,1704 401,*,643 8736,643 7183,566
26,F,9,756 61,147 20,15969 12,199 04,30859 03,111 20
26,Ne,10,5554 70,34 40,18142 02,98 19,7622 13,18 43
26,Na,11,5574 28,3 70,12114 25,29 26,17834 196,9801 67
26,Mg,12,11093 08,0 04,14145 70,1 20,43293 596,2914 16
26,Al,13,11365 49,0 07,6306 34,0 06,*,22 0
26,Si,14,19039 66,10 00,5514 01,0 11,*,66 0
26,P,15,16837 446,143 196,*,197 7860,540 9871,196
26,S,16,*,718 *,4470 780,*,780,
27,F,9,1269 91,405 38,16499 73,423 29,42647 14,389 83
27,Ne,10,1501 52,92 62,18886 94,143 54,19435 41,90 77
27,Na,11,6728 33,5 11,13287 87,18 80,4795 33,26 60
27,Mg,12,6443 39,0 04,15014 80,3 50,31614 401,5482 01
27,Al,13,13058 03,0 08,8271 29,0 06,*,73 0
27,Si,14,13314 80,0 15,7463 32,0 13,*,28 0
27,P,15,19767 197,870 41,26 34,*,02 28,17 6603
27,S,16,18122 718,1234 446,*,567 11428,643 11929,401
28,F,9,220 00,50 00,18217 636,50592 24,393 02,9791 37
28,Ne,10,3822 49,155 35,21439 51,409 71,32792 53,126 07
28,Na,11,3541 84,10 90,15328 19,91 35,6159 42,10 31
28,Mg,12,8503 55,2 00,16790 03,4 23,19092 05,160 01
28,Al,13,7725 10,0 06,9553 00,0 09,44367 596,10074 70
28,Si,14,17179 61,0 11,11584 90,0 05,*,16 0
28,P,15,14496 60,26 37,2052 21,1 16,*,08 1
28,S,16,21026 432,2493 31,162 15,*,253 10801,431 5892
28,Cl,17,*,718 *,11149 843,*,718,
29,Ne,10,971 25,195 56,22630 77,420 50,40294 88,149 50
29,Na,11,4403 01,12 60,15908 71,126 28,19632 84,7 35
29,Mg,12,3655 30,11 57,16903 48,15 33,7446 41,51 28
29,Al,13,9428 43,0 35,10477 89,2 03,31369 94,188 68
29,Si,14,8473 60,0 00,12333 40,0 08,*,59 0
29,P,15,17876 43,1 21,2749 02,0 36,*,46 0
29,S,16,15300 94,167 63,3297 65,50 01,*,85 56
29,Cl,17,22425 625,1800 00,100 00,*,443 9052,625 7836
30,Ne,10,3191 00,294 09,24159 04,583 22,47713 08,253 25
30,Na,11,2276 64,8 73,17214 10,149 58,28675 52,4 73
30,Mg,12,6352 31,11 91,18852 79,8 11,5175 43,3 45
30,Al,13,5728 40,2 91,12550 99,11 76,20308 196,9864 81
30,Si,14,10609 20,0 02,13514 17,0 35,45364 11,206 16
30,P,15,11319 32,0 36,5594 75,0 07,*,75 0
30,S,16,18974 15,50 00,4395 38,0 41,*,29 1
30,Cl,17,16790 272,311 202,*,253 7720,446 10812,197
30,Ar,18,*,00 164,01 *,4126 631,*,451
31,Ne,10,169 84,126 54,24219 653,54130 63,266 20,1742 21
31,Na,11,4299 96,14 75,18323 06,253 64,36686 57,13 97
31,Mg,12,2309 65,4 62,18885 79,5 64,15920 37,3 08
31,Al,13,7157 18,3 65,13355 86,4 11,7916 15,4 11
31,Si,14,6587 39,0 04,14373 16,2 89,34274 200,5969 53
31,P,15,12311 00,0 07,7296 55,0 02,*,34 0
31,S,16,13054 59,0 31,6130 64,0 24,*,13 0
31,Cl,17,19549 196,264 27,3 45,*,67 50,12 6243
31,Ar,18,17677 287,407 280,*,275 11327,629 12899,256
32,Na,11,1677 20,39 79,19830 41,268 79,42945 02,37 26
32,Mg,12,5778 07,4 48,20363 90,14 35,25186 63,3 26
32,Al,13,4219 98,7 51,15266 19,7 80,2235 31,7 19
32,Si,14,9199 97,0 30,16415 95,2 26,21877 34,1 79
32,P,15,7935 65,0 04,8644 81,0 06,45403 401,10838 89
32,S,16,15044 33,0 23,8863 96,0 00,*,13 0
32,Cl,17,14371 44,3 49,1581 12,0 53,*,39 0
32,Ar,18,21597 200,2454 77,3 87,*,196 10498,47 188
32,K,19,*,448 *,10878 450,*,443,
33,Na,11,2931 36,451 45,20508 675,50117 46,449 91,3309 33
33,Mg,12,2280 12,4 36,20966 82,37 37,31548 15,2 89
33,Al,13,5469 33,10 01,14957 45,7 71,12505 96,7 00
33,Si,14,4507 96,0 76,16703 93,7 21,11130 03,0 81
33,P,15,10103 79,1 09,9548 63,1 13,33379 196,7322 50
33,S,16,8641 64,0 00,9569 95,0 04,*,49 0
33,Cl,17,15739 98,0 68,2276 77,0 39,*,99 0
33,Ar,18,15255 26,1 81,3338 59,0 69,*,06 3
33,K,19,22128 446,1953 196,*,280 9025,284 8245,277
34,Na,11,171 32,749 48,21606 845,56228 81,599 42,5392 783
34,Mg,12,4710 27,29 02,22745 73,450 84,38255 03,28 88
34,Al,13,2574 23,7 63,15251 56,4 22,21439 79,3 07
34,Si,14,7513 84,14 13,18748 44,15 75,1578 56,14 12
34,P,15,6282 67,1 36,11323 34,1 07,23328 196,10239 79
34,S,16,11417 15,0 04,10883 31,1 09,43783 298,5083 99
34,Cl,17,11508 06,0 39,5143 20,0 05,*,26 0
34,Ar,18,17065 31,0 41,4663 92,0 40,*,19 0
34,K,19,16334 277,875 196,*,196 7682,280 11461,196
34,Ca,20,*,357 *,3464 499,*,359,
35,Mg,12,754 88,271 21,23329 30,657 28,44485 99,269 67
35,Al,13,5294 76,7 98,15836 05,29 80,28789 80,7 36
35,Si,14,2505 92,38 54,18680 14,35 99,8655 83,35 86
35,P,15,8380 42,2 03,12189 92,14 24,13684 91,1 94
35,S,16,6985 84,0 04,11586 48,0 81,33634 196,8201 95
35,Cl,17,12644 76,0 05,6370 81,0 04,*,13 0
35,Ar,18,12740 31,0 68,5896 17,0 68,*,86 0
35,K,19,18024 196,83 57,0 52,*,21 0,65 4108
35,Ca,20,17135 357,1281 277,*,277 11446,446 12635,196
36,Mg,12,3330 94,741 05,25140 962,51044 29,690 24,589 15
36,Al,13,1897 21,149 69,16978 37,308 34,35472 39,149 50
36,Si,14,6115 98,80 25,19501 37,72 17,17795 42,71 80
36,P,15,3464 55,13 24,13148 55,38 18,2833 97,13 12
36,S,16,9889 24,0 19,13095 30,1 86,24212 98,40 00
36,Cl,17,8579 79,0 00,7964 77,0 03,44873 298,11120 49
36,Ar,18,15255 57,0 68,8506 98,0 04,*,35 0
36,K,19,14315 49,0 62,1658 75,0 76,*,03 0
36,Ca,20,19310 200,2567 23,40 00,*,200 8629,200 8579
36,Sc,21,*,357 *,12211 422,*,357,
37,Mg,12,240 00,110 00,25380 974,55107 89,698 95,691 968
37,Al,13,4212 14,234 18,17859 56,713 38,41571 10,180 24
37,Si,14,2206 70,134 56,19810 87,187 89,24376 15,113 81
37,P,15,6816 28,40 15,13848 84,81 21,5804 20,37 95
37,S,16,4303 60,0 06,13934 35,13 11,13760 35,0 66
37,Cl,17,10310 85,0 06,8386 38,0 19,35282 300,7795 47
37,Ar,18,8787 44,0 21,8714 63,0 21,*,67 0
37,K,19,15454 45,0 35,1857 63,0 09,*,89 0
37,Ca,20,14756 23,40 01,3007 97,0 72,*,63 0
37,Sc,21,19902 423,2682 303,*,358 5467,423 10387,358
38,Al,13,1671 02,415 58,19290 59,792 94,46007 96,374 46
38,Si,14,5670 10,154 71,21268 83,208 49,30544 52,104 79
38,P,15,3696 88,81 90,15339 02,134 98,14179 19,72 58
38,S,16,8036 10,7 17,15154 18,38 62,4802 70,7 17
38,Cl,17,6107 88,0 08,10190 66,0 21,25549 200,11576 83
38,Ar,18,11838 47,0 28,10242 25,0 20,45584 300,5517 99
38,K,19,12071 87,0 22,5142 06,0 28,*,59 0
38,Ca,20,16993 75,0 66,4547 27,0 22,*,37 0
38,Sc,21,15841 361,1598 200,*,204 4173,280 12570,200
38,Ti,22,*,424 *,6229 423,*,358,
39,Al,13,3631 548,20713 642,50450 400,3150 805,5134 798,20006 787
39,Si,14,1580 67,171 32,21178 48,398 23,35562 54,135 62
39,P,15,6224 39,134 00,15893 31,153 85,21032 56,112 64
39,S,16,4372 78,50 51,15830 07,88 14,4120 04,50 00
39,Cl,17,8073 42,1 73,10227 97,7 38,15627 50,24 06
39,Ar,18,6598 69,5 00,10733 06,5 00,35442 200,9230 15
39,K,19,13077 75,0 20,6381 34,0 19,*,28 0
39,Ca,20,13295 52,0 63,5770 92,0 63,*,30 0
39,Sc,21,17995 202,596 82,24 00,*,16 24,01 2857
39,Ti,22,16741 361,839 283,*,361 8287,359 14298,204
40,Al,13,1132 565,21974 650,55148 401,4227 642,4243 805,20298 795
40,Si,14,4961 99,370 78,22510 528,40469 57,345 12,69 37
40,P,15,3411 05,190 46,17723 69,204 83,25421 12,153 58
40,S,16,7746 50,50 16,17352 18,112 72,12008 54,3 98
40,Cl,17,5828 93,32 11,11684 12,59 40,7034 48,32 19
40,Ar,18,9869 02,5 00,12528 66,1 73,26189 51,160 00
40,K,19,7799 62,0 06,7582 27,5 00,45705 300,11890 14
40,Ca,20,15635 00,0 60,8328 16,0 02,*,18 0
40,Sc,21,14421 94,24 17,529 60,2 89,*,97 2
40,Ti,22,19122 256,1966 65,161 79,*,256 7506,340 9932
40,V,23,*,361 *,12011 424,*,424,
41,Si,14,1381 33,653 30,22759 684,45187 17,554 70,2180 684
41,P,15,4936 71,195 00,17698 42,365 44,30579 78,120 16
41,S,16,4242 05,5 71,18183 18,153 64,16129 31,4 10
41,Cl,17,7820 69,75 84,11758 31,68 84,1335 22,68 72
41,Ar,18,6098 93,0 35,12798 66,32 07,17369 97,27 95
41,K,19,10095 37,0 06,7808 62,0 00,35880 200,8393 45
41,Ca,20,8362 82,0 14,8891 37,0 15,*,11 0
41,Sc,21,16190 39,2 83,1085 00,0 08,*,10 0
41,Ti,22,14918 47,162 42,2463 17,28 09,*,98 36
41,V,23,19921 361,1882 256,*,283 5685,361 10216,283
42,Si,14,3721 747,24239 707,50892 500,409 640,684 640,20159 716
42,P,15,2081 81,336 56,18398 90,637 60,36031 77,314 38
42,S,16,6700 49,4 96,19946 95,120 20,20909 50,2 80
42,Cl,17,5595 90,90 98,13112 16,59 76,7289 39,59 62
42,Ar,18,9426 49,5 79,14404 46,68 97,9318 00,5 78
42,K,19,7533 80,0 11,9243 49,0 36,27402 196,10728 67
42,Ca,20,11480 67,0 06,10276 67,0 15,45277 400,5699 05
42,Sc,21,11550 06,0 16,4272 23,0 10,*,04 0
42,Ti,22,17478 45,27 95,3751 23,0 27,*,47 2
42,V,23,16011 280,789 198,*,253 4956,280 12199,197
42,Cr,24,*,447 *,5271 500,*,447,
43,Si,14,1440 778,24288 846,55111 596,392 778,375 718,19603 778
43,P,15,4401 23,637 60,19079 747,41255 21,554 70,3270 96
43,S,16,2629 03,5 70,20494 17,314 42,26213 36,4 98
43,Cl,17,7399 06,85 91,13810 73,61 92,12028 59,61 89
43,Ar,18,5658 45,7 85,14467 01,59 85,2688 73,8 98
43,K,19,9624 68,0 42,9441 68,5 79,18659 03,42 85
43,Ca,20,7932 89,0 17,10675 77,0 25,36439 400,7861 53
43,Sc,21,12138 27,1 86,4929 83,1 86,*,59 1
43,Ti,22,12287 73,7 25,4488 90,7 25,*,14 7
43,V,23,18368 200,100 65,42 85,*,99 51,16 4201
43,Cr,24,16771 565,1639 445,*,447 9276,500 12527,430
44,P,15,2301 747,19940 778,46232 500,4691 707,3195 747,17323 707
44,S,16,5080 09,7 21,21173 03,554 73,32264 44,5 23
44,Cl,17,4296 33,149 70,15478 03,136 41,17431 46,136 33
44,Ar,18,8734 76,5 54,15802 72,61 88,4875 31,1 73
44,K,19,7277 42,0 59,11060 65,5 33,11665 11,181 64
44,Ca,20,11131 17,0 23,12182 26,0 52,28108 300,4264 16
44,Sc,21,9699 20,2 55,6696 13,1 74,44846 500,11442 07
44,Ti,22,16298 80,7 28,8649 44,1 99,*,39 0
44,V,23,14271 34,186 63,2084 27,181 79,*,10 181
44,Cr,24,19462 500,2733 303,*,358 8817,361 7984,301
44,Mn,25,*,640 *,11011 640,*,539,
45,P,15,2922 707,20202 778,52215 500,3209 778,3994 707,18854 781
45,S,16,2856 67,1035 37,21729 1150,36822 59,1035 36,2041 39
45,Cl,17,5949 34,192 68,16347 28,136 26,22809 35,136 17
45,Ar,18,5168 86,1 66,16675 24,136 32,9239 04,0 99
45,K,19,8905 46,0 67,11231 35,1 67,4729 62,1 02
45,Ca,20,7414 82,0 17,12319 65,0 56,21297 37,35 40
45,Sc,21,11327 23,1 88,6892 19,0 73,35822 400,8047 73
45,Ti,22,9532 59,1 10,8482 83,1 95,52772 400,7889 07
45,V,23,15840 95,181 64,1626 42,1 12,*,87 7
45,Cr,24,14226 302,2687 39,185 06,*,36 55,58 7031
45,Mn,25,20351 640,822 500,*,565 7116,565 8016,445
45,Fe,26,*,640 *,*,12678 565,,
46,S,16,3742 1150,22549 707,43479 500,600 707,524 747,17115 778
46,Cl,17,3668 17,249 16,17158 78,1056 17,27901 82,208 66
46,Ar,18,8073 45,1 23,18799 35,136 17,14354 87,1 13
46,K,19,6869 60,0 89,12932 10,0 89,1661 43,0 75
46,Ca,20,10398 50,2 26,13812 69,2 30,13667 79,11 67
46,Sc,21,8760 64,0 10,8238 02,0 75,29192 400,10418 26
46,Ti,22,13189 28,0 83,10344 87,0 66,45038 500,4398 99
46,V,23,13260 65,0 86,5354 48,0 84,*,02 0
46,Cr,24,18028 08,37 20,4874 52,11 49,*,62 182
46,Mn,25,15391 565,344 401,*,500 5735,565 10993,402
46,Fe,26,20923 640,1129 640,*,707 *,8527 640,
47,S,16,1041 707,22889 860,49714 500,2481 707,1784 707,15497 778
47,Cl,17,3992 451,17409 640,34557 400,4921 1110,4289 400,14584 640
47,Ar,18,3664 73,1 58,18795 91,208 66,19571 03,1 12
47,K,19,8369 37,1 57,13228 02,1 79,6294 64,1 41
47,Ca,20,7276 37,0 27,14219 46,2 34,7781 84,6 43
47,Sc,21,10646 69,2 04,8486 20,1 21,21770 22,31 73
47,Ti,22,8880 88,0 13,10465 12,0 68,38068 500,6845 34
47,V,23,13002 58,0 11,5167 79,0 07,52377 600,7714 03
47,Cr,24,13162 33,12 94,4776 20,6 03,*,24 6
47,Mn,25,18068 401,383 78,33 68,*,23 47,50 4342
47,Fe,26,15851 707,1589 640,*,640 9036,707 12137,583
47,Co,27,*,781 *,7319 721,*,781,
48,Cl,17,2572 640,18939 707,40224 500,6091 707,4573 1150,14234 707
48,Ar,18,4986 32,307 40,19791 504,26211 37,307 39,2288 87
48,K,19,4643 82,1 60,14207 11,1 36,12193 22,1 24
48,Ca,20,9951 53,2 22,15801 62,1 40,1402 61,7 32
48,Sc,21,8238 56,5 31,9448 39,5 42,15207 50,8 52
48,Ti,22,11626 66,0 04,11445 08,1 93,30493 400,3979 32
48,V,23,10542 39,0 98,6829 30,0 97,45977 500,10360 91
48,Cr,24,16330 76,9 48,8104 37,7 33,59615 502,4964 14
48,Mn,25,14801 28,32 42,2022 73,6 44,*,03 13
48,Fe,26,19202 640,2723 401,*,565 7886,565 7161,401
48,Co,27,16942 781,1081 707,*,707 7398,640 12396,640
48,Ni,28,*,782 *,*,8678 642,,
49,Cl,17,2851 781,19111 846,47501 600,4281 781,5464 781,16383 922
49,Ar,18,2980 504,20199 640,31374 400,3301 565,1534 451,11883 640
49,K,19,5398 33,1 11,14619 12,307 39,18350 44,1 15
49,Ca,20,5146 45,0 18,16304 26,0 80,4033 29,2 25
49,Sc,21,10128 74,5 64,9625 61,2 70,8940 63,3 52
49,Ti,22,8142 40,0 03,11348 92,4 95,23813 06,24 22
49,V,23,11555 55,1 27,6758 19,0 82,38082 500,7686 24
49,Cr,24,10582 36,7 63,8144 34,2 45,53533 600,7384 36
49,Mn,25,16395 61,7 29,2087 58,7 64,*,75 6
49,Fe,26,14822 400,2743 36,25 19,*,45 39,87 7317
49,Co,27,19451 707,831 640,*,707 5926,707 8336,640
49,Ni,28,16665 782,589 781,*,848 *,12936 781,
50,Ar,18,4211 640,21559 781,38102 500,1661 707,1314 640,15053 707
50,K,19,4187 67,7 77,15827 400,23496 17,7 74,7264 29
50,Ca,20,6360 78,1 60,17266 70,1 77,10672 85,1 64
50,Sc,21,6057 43,15 24,10536 59,15 00,1919 79,15 01
50,Ti,22,10939 19,0 04,12159 37,2 70,16955 20,8 38
50,V,23,9333 40,0 92,7949 20,0 42,31594 400,9979 50
50,Cr,24,13000 33,2 20,9589 11,0 94,46142 500,4926 43
50,Mn,25,13078 28,2 21,4583 51,2 20,*,23 7
50,Fe,26,17797 05,25 63,4144 79,8 68,*,69 10
50,Co,27,15821 640,169 400,*,565 5897,640 10582,401
50,Ni,28,20391 781,1529 707,*,707 9626,781 8396,707
51,Ar,18,1432 781,21719 848,43043 600,3081 848,2454 781,13805 846
51,K,19,4859 67,15 17,16475 500,29687 65,13 04,5384 400
51,Ca,20,4814 40,1 67,17893 43,7 75,15119 09,0 66
51,Sc,21,6752 62,25 00,10928 43,20 06,5015 19,20 01
51,Ti,22,6372 49,0 49,12474 43,15 01,9530 28,8 98
51,V,23,11051 15,0 08,8061 15,0 42,24861 70,48 44
51,Cr,24,9260 64,0 20,9516 35,0 23,39552 500,7221 34
51,Mn,25,13687 60,0 30,5270 78,0 29,*,99 2
51,Fe,26,13797 42,12 27,4863 93,8 97,*,89 9
51,Co,27,17783 403,154 66,49 16,*,39 54,15 4478
51,Ni,28,15851 707,1558 640,*,707 8535,707 11747,640
52,K,19,2692 75,35 98,17737 601,34306 14,33 54,6903 501
52,Ca,20,6005 28,0 85,19039 04,13 06,21152 98,0 75
52,Sc,21,5285 91,84 26,11399 95,81 85,10264 00,81 87
52,Ti,22,7808 30,7 09,13530 11,21 21,1139 46,8 73
52,V,23,7311 24,0 13,8999 90,0 66,17082 82,8 39
52,Cr,24,12039 16,0 51,10504 37,0 52,33089 400,4515 58
52,Mn,25,10534 72,1 90,6544 86,1 88,48427 600,10265 59
52,Fe,26,16199 13,10 32,7375 46,5 14,*,04 5
52,Co,27,15090 12,49 16,1447 37,12 27,*,31 11
52,Ni,28,18501 640,2277 403,*,565 7585,640 8067,400
52,Cu,29,*,781 *,12551 781,5616 848,13246 781,
53,K,19,3229 41,116 70,18305 610,39555 34,111 82,5105 610
53,Ca,20,3192 76,43 79,19539 05,55 15,25899 29,43 78
53,Sc,21,6534 85,124 71,11929 51,94 09,15783 31,94 09
53,Ti,22,5432 56,100 30,13676 75,129 27,4116 47,100 06
53,V,23,8478 61,3 15,9670 21,7 73,9191 63,3 54
53,Cr,24,7939 07,0 14,11132 20,0 54,25656 17,25 15
53,Mn,25,12054 15,1 87,6559 84,0 33,41420 500,7472 09
53,Fe,26,10688 48,5 16,7529 22,2 39,*,15 1
53,Co,27,16369 79,8 56,1618 04,5 17,*,93 9
53,Ni,28,15372 400,2558 84,26 51,*,13 54,58 7136
53,Cu,29,19061 781,1771 640,*,707 4286,707 10007,640
54,Ca,20,3844 20,65 29,20153 83,121 82,31774 18,48 44
54,Sc,21,3055 41,288 57,11792 17,276 29,21666 73,272 80
54,Ti,22,6862 24,129 65,14004 14,125 11,10632 52,82 46
54,V,23,6113 43,15 32,10351 08,101 17,1883 22,15 01
54,Cr,24,9719 08,0 12,12372 67,3 10,17656 46,4 67
54,Mn,25,8938 83,1 06,7559 60,1 00,34147 400,10572 42
54,Fe,26,13378 29,1 61,8853 36,0 49,49983 400,5163 59
54,Co,27,13421 84,1 67,4351 39,1 62,*,22 5
54,Ni,28,17718 80,25 58,3907 85,4 96,*,45 9
54,Cu,29,16212 640,931 400,*,565 4646,640 11578,403
54,Zn,30,*,641 *,6719 721,*,641,
55,Ca,20,1261 304,20637 667,36759 300,4656 320,3651 302,11424 671
55,Sc,21,4339 77,529 95,12287 74,456 92,27553 06,454 34
55,Ti,22,4117 42,181 42,15066 16,317 07,15813 21,161 60
55,V,23,7322 73,96 28,10811 58,125 88,4885 30,95 10
55,Cr,24,6246 26,0 19,12505 51,15 00,9773 86,0 76
55,Mn,25,10226 10,1 05,8066 62,0 32,26077 01,155 56
55,Fe,26,9298 12,0 19,9212 64,1 06,42911 400,7919 62
55,Co,27,14091 25,0 31,5064 35,0 30,*,45 1
